id,Page,Title,Price_Raw,Price_Billion,Price_per_m2,Area_m2,District,Address,Bedrooms,Toilets,Post_Time,Link,Description,Mức độ giao dịch,Mặt tiền,Chiều sâu,Ưu điểm BĐS,Nội thất,Số ban công,Hướng ban công,Tiện ích,Width_m,Is_MatTien,Price_Per_m2,Floors
306334241,4,Bán nhà quận 11 - hẻm xe hơi - 4 tầng,"6,48 tỷ",6.48,"150,7 triệu/m²",43.0,Quận 11,"Đ. Xóm Đất, P. 8, Q. 11, Tp. Hồ Chí Minh",3.0,3.0,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306334241,"Quận 11 - Xóm Đất - Nhà Mới 4 tầng DT 43m2 - Hẻm xe Hơi - căn góc thoáng mát -----Nhỉnh 6 T...Ỷ Diện tích: 32m2, ngang 4.3 dài 10m. Lô góc thoáng, không bị lộ giới. Kết cấu: 4 tầng đúc kiên cố, 1 trệt 1 lửng, 2 lầu + Sân thượng. Công năng: 3PN 2 WC, ban công thoáng mát, sân thượng trước. Hẻm 5m ô tô thông, vài căn ra mặt tiền 3/2, vài phút qua Quận 10, quận 5. Phù hợp: mua ở lâu dài, kinh doanh phòng khám, spa, vp cty,... Thông tin liên hệ / : & ZL : 0916555532 Em Vinh hỗ trợ xem nhà 24/7 Thu gọn Liên hệ: SĐT 1 091 655 **** Hiện số Thông tin chi tiết Mặt tiền 4,3m Ưu điểm BĐS Căn góc",,"4,3m",,Căn góc,,,,,4.3,1,150.7,4.0
306336936,4,"Đi Đức định cư bán nhà 80m2/3Tỷ090, đường 22-Quận 11 (đường xe hơi). Cách trường đua Phú Thọ 100m",,,"đi đức định cư bán nhà 80m2/3tỷ090, đường 22-quận 11 (đường xe hơi). cách trường đua phú thọ 100m",80.0,Quận 11,"Đ. Số 22, P. 15, Q. 11, Tp. Hồ Chí Minh",5.0,5.0,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306336936,"Cần bán gấp nhà sang Đức định cư ngay Đường 22 - Phường 15 - Quận 11, * gần Đại Học Bách Khoa - Trường đua Phú Thọ. * Đường nhựa, đường xe hơi 7m. - Đang cho thuê 21 triệu/1 tháng(có thể sắp xếp dọn ở liền hoặc cho thuê tiếp). Giá 3Tỷ090( thương lượng ). - Diện tích: 80m2 (Ngang 4,7m x Dài 17m) nhà vuông vức. - Kết cấu: 1 trệt - 3 lầu - có ban công - sân thượng. Gồm: 5 phòng ngủ, 5 nhà vệ sinh, phòng khách phòng bếp riêng biệt. - Nội thất sang trọng - tiện nghi - Khu dân cư yên tĩnh - sầm uất. Cam kết: Nhà thật 100%, làm việc chính chủ, sang tên trong ngày. Liên hệ: Anh Tiến 0947407203 để xem nhà, hỗ trợ miễn phí. Thu gọn Liên hệ: SĐT 1 094 740 **** Hiện số Thông tin chi tiết Mặt tiền 4,7m",,"4,7m",,,,,,,4.7,1,,4.5
306338416,4,"Bán căn hộ chung cư Res 11 Quận 11, Hồ Chí Minh",,,,,,Căn hộ chung cư,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306338416,,,,,,,,,,,0,0.0,1.0
306334218,4,"Bán Nhà Mặt Tiền Đường 3/2, 6 tỷ, 50 m2, Quận 11, HCM",6 tỷ,6.0,"bán nhà mặt tiền đường 3/2, 6 tỷ, 50 m2, quận 11, hcm",50.0,Quận 11,"Đ. 3/2, P. 6, Q. 11, Tp. Hồ Chí Minh",,,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306334218,"Nhà mặt tiền + Giá 6 tỷ VND. + Diện tích 50 m2, + Pháp lý đầy đủ. + Không nội thất Ngay trung tâm, đi bộ ra là có trường, siêu thị, bệnh viện. Cực kỳ tiện lợi Liên hệ Chị Tú 0778434584. Chủ nhà Liên hệ: SĐT 1 077 843 **** Hiện số",,,,,,,,,,1,120.0,1.0
306337083,4,"Bán căn hộ chung cư Khu căn hộ cao cấp Khải Hoàn Quận 11, Hồ Chí Minh",,,,,,Căn hộ chung cư,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306337083,,,,,,,,,,,0,0.0,1.0
306337042,4,"Bán căn hộ chung cư Khu căn hộ cao cấp Khải Hoàn Quận 11, Hồ Chí Minh",,,,,,Căn hộ chung cư,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306337042,,,,,,,,,,,0,0.0,1.0
306336389,4,"Cư xá bình thới quận 11- 4x19m, 4 tầng","14,5 tỷ",14.5,"190,79 triệu/m²",76.0,Quận 11,"P. 8, Q. 11, Tp. Hồ Chí Minh",4.0,,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306336389,"CƯ XÁ BÌNH THỚI QUẬN 11- 4X19M, 4 TẦNG - Đường 12m có lề - Vài bước ra công viên Lãnh Binh Thăng, Dương Đình Nghệ, bệnh viện Quận 11 - Nhỉnh 14 tỷ - Lh: 0934129392 A Ngà 20112502 Liên hệ: SĐT 1 093 412 **** Hiện số",,,,,,,,,4.0,0,190.79,4.0
306336416,4,"Bán căn hộ chung cư Khu căn hộ cao cấp Khải Hoàn Quận 11, Hồ Chí Minh",,,,,,Căn hộ chung cư,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306336416,,,,,,,,,,,0,0.0,1.0
306335712,4,Căn hộ The Everrich Q11 - duy nhất 1 căn 2PN đang bán trên thị trường - 115m2 2PN + giá 8 tỷ TL,8 tỷ,8.0,"69,57 triệu/m²",115.0,Quận 11,"The EverRich I, Đ. Lê Đại Hành, P. 15, Q. 11, Tp. Hồ Chí Minh",11.0,,02/01/2026,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306335712,"+ Bán gấp căn hộ The Everrich, Lê Đại Hành, 3/2. + Diện tích: 115m 2PN 2WC, + 1 phòng làm việc. + Tiện ích tòa nhà như hồ bơi, gym, spa, khuôn viên, sân chơi, ngay phía dưới là Lotte Mart. + Vị trí trung tâm Quận 11, ngay góc Lê Đại Hành 3/2 đi đâu cũng tiện. + Pháp lý đã có sổ dễ dàng sang tên công chứng nhanh chóng. + Giá bán: 8 tỷ có bớt lộc cho khách thiện chí. + Liên hệ xem nhà 24/7: 0961017821 Liên hệ: SĐT 1 096 101 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Vị trí trung tâm",,,,Vị trí trung tâm,,,,,,0,69.57,1.0
306335992,4,"Bán căn hộ chung cư The Park Avenue Quận 11, Hồ Chí Minh",,,,,,Căn hộ chung cư,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306335992,,,,,,,,,,,0,0.0,1.0
306333672,4,"Bán căn hộ chung cư Khu căn hộ cao cấp Khải Hoàn Quận 11, Hồ Chí Minh",,,,,,Căn hộ chung cư,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306333672,,,,,,,,,,,0,0.0,1.0
306333834,4,"Bán căn hộ chung cư Khu căn hộ cao cấp Khải Hoàn Quận 11, Hồ Chí Minh",,,,,,Khu căn hộ cao cấp Khải Hoàn,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306333834,,,,,,,,,,,0,0.0,1.0
306333926,4,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",,,,,,,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306333926,,,,,,,,,,,0,0.0,1.0
306333641,4,"Bán căn hộ chung cư Khu căn hộ cao cấp Khải Hoàn Quận 11, Hồ Chí Minh",,,,,,Khu căn hộ cao cấp Khải Hoàn,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306333641,,,,,,,,,,,0,0.0,1.0
306334282,4,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",,,,,,,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306334282,,,,,,,,,,,0,0.0,1.0
306334901,4,"Bán Nhà Riêng HXH hẻm 78 Nguyễn Chí Thanh, 7,69 Tỷ - DT khủng: 6x14m, 4 tầng 5PN","7,69 tỷ",7.69,"91,58 triệu/m²",83.97,Quận 11,"Đ. Nguyễn Chí Thanh, P. 16, Q. 11, Tp. Hồ Chí Minh",78.0,,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306334901,"Nhanh tay sở hữu căn nhà riêng tuyệt đẹp tại hẻm 78 Nguyễn Chí Thanh, Quận 11, TP.HCM với giá 7,5 tỷ. Căn nhà có diện tích 83,97 m2, phù hợp cho gia đình hoặc nhóm bạn. - Diện tích 83,97 m2, không gian rộng rãi, thoải mái. - Giá chỉ 7,69 tỷ VND, giá trị hợp lý cho vị trí trung tâm. - Gần công viên Bình Thới, Lãnh Bình Thăng, Dương Đình Nghệ, thuận tiện cho thư giãn và vui chơi. Điểm nổi bật: Căn nhà được thiết kế theo phong thủy, mang lại sự thuận lợi và may mắn cho gia chủ. Không chỉ là nơi ở, căn nhà còn là nơi khởi đầu cho những kỷ niệm đẹp trong cuộc sống. Gần các tiện ích như: - Gần trường mẫu giáo Hương Sen và trường mầm non Hoa Mai Quận 5. - Các siêu thị Bách Hóa Xanh Nguyễn Thị Nhỏ, Bách Hóa Xanh, Lekhamart gần kề. - Bệnh viện Trưng Vương, Chợ Rẫy, Hùng Vương dễ dàng tiếp cận. Liên hệ ngay để biết thêm chi tiết và đặt lịch xem nhà qua số điện thoại 0929866811 - Lưu Tùng Kiên. Thu gọn Liên hệ: SĐT 1 092 986 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Vị trí trung tâm, Giáp vườn hoa công viên",,,,"Vị trí trung tâm, Giáp vườn hoa công viên",,,,,6.0,0,91.58,4.0
306333385,4,"Bán nhà Mặt tiền Cư Xá Lữ Gia, P.15, Quận 11 - Dt 4.5x26m, 4 tầng, Giá 22.5 tỷ","22,5 tỷ",22.5,"192,31 triệu/m²",117.0,Quận 11,"Đ. Cư Xá Lữ Gia, P. 15, Q. 11, Tp. Hồ Chí Minh",,,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306333385,"Bán nhà Mặt tiền Cư xá Lữ Gia, Phường 15, Quận 11 - Dt 4.5 x 26m - Kết cấu: 4 tầng sân thượng - Vị trí : đẹp, căn góc 2 mặt tiền, - Giá: 22.5 tỷ Liên hệ: Ms. Hồng Minh. ( 24/7). (MTG0908315979 Liên hệ: SĐT 1 090 831 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Căn góc",,,,Căn góc,,,,,4.5,1,192.31,4.0
306326161,4,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",,,,,,Căn hộ chung cư,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306326161,,,,,,,,,,,0,0.0,1.0
306333244,4,"Đường nhựa 8m, xe tải tránh nhau, nhà 3 tầng, 40m2, lạc long quân, quận 11, nhỉnh 7 tỷ tl","7,4 tỷ",7.4,185 triệu/m²,40.0,Quận 11,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",2.0,2.0,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306333244,"MS21090101 MẶT TIỀN ĐƯỜNG NHỰA XE TẢI 8M - LẠC LONG QUÂN - GẦN CÔNG VIÊN ĐẦM SEN - QUẬN 11 + Nhà 3 tầng - trệt, lửng, lầu + DT 40m2 ( 3.5 x 11 ), sổ vuông, không lộ giới + Mặt tiền kinh doanh rộng 8m, xe tải tránh nhau, khu vực, vị trí kinh doanh nhộn nhịp + Phù hợp vừa ở, vừa kinh doanh, Cho thuê giữ tiền, hoặc xây mới ( xây được 5 tầng ) + Giá 7 tỷ 4 TL == 0961071684 - Minh Nhà Phố == Liên hệ: SĐT 1 096 107 **** Hiện số Thông tin chi tiết Mặt tiền 12m Ưu điểm BĐS Giáp vườn hoa công viên, Xây mới",,12m,,"Giáp vườn hoa công viên, Xây mới",,,,,8.0,1,185.0,2.5
306332290,4,"Sở hữu nhà Ông Ích Khiêm, Quận 11 hẻm xe hơi. Gần Đầm Sen, nhà 2 lầu đẹp, DT: 45m2",,,,45.0,Quận 11,"Đ. Ông Ích Khiêm, P. 14, Q. 11, Tp. Hồ Chí Minh",4.0,4.0,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306332290,"Chính chủ bán gấp nhà HXH Ông Ích Khiêm, P. 14, Quận 11. HCM. - Vị trí đẹp thông ra Bình Thới, Lạc Long Quân, Lãnh Binh Thăng. - Diện tích: 45m2. - Kết cấu: 1 trệt 2 lầu. - Đang cho thuê: 14triệu/tháng. Liên hệ xem nhà: 0896994609 em Nhi. Liên hệ: SĐT 1 089 699 **** Hiện số",,,,,,,,,,0,,3.0
306319438,4,"4.1 TỶ - Nhà khu vip quận 11 đường Lê Thị Bạch Cát, gần Cư Xá Bình Thới, sổ cất két, DT LỚN 113m2",,,,113.0,Quận 11,"Đ. Lê Thị Bạch Cát, P. 11, Q. 11, Tp. Hồ Chí Minh",4.0,4.0,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306319438,"Chính chủ bán gấp nhà ngay đường Lê Thị Bạch Cát, Phường 11, Quận 11 - Có thang máy xịn xò. - Diện tích: 113m2 (ngang 5.5m dài 20m). - Giá bán: 4.1 TỶ - Kết cấu: 1 trệt 2 lầu ST (gồm 4PN, 5WC, phòng bếp, phòng thờ, ban công thoáng mát). - Đang cho thuê 25 triệu/tháng. - Nhà chỉ cách mặt tiền 40m. - Tặng full nội thất. - Tiện ích xung quanh đầy đủ chợ, trường học, nhà hàng, trung tâm thương mại. Gọi em Nhi: 0896994609 để đi xem nhà. Liên hệ: SĐT 1 089 699 **** Hiện số Thông tin chi tiết Mặt tiền 5,5m Tiện ích Thang máy",,"5,5m",,,,,,Thang máy,5.5,0,,3.0
306332729,5,"Chỉ 3TỶ390 Sở hữu ngay nhà 84m2 đường 6m Lê Đại Hành - Q11, gần Lotte Mart, đang cho thuê 20 triệu",,,,84.0,Quận 11,"Đ. Lê Đại Hành, P. 11, Q. 11, Tp. Hồ Chí Minh",4.0,4.0,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306332729,"Siêu phẩm đường ôtô 6m Lê Đại Hành - Phường 11 - Quận 11, gần Lotte Mart Q11 - Vòng xoay Lê Đại Hành, đang có khách thuê 20 triệu/tháng, hợp đồng 06/2026 Giá: 3TỶ390 ( giảm nhẹ ) Diện tích: 84m2 ( 5m x 16,8m ) Kết cấu: Trệt - 3 Lầu Nhà gồm: Phòng tiếp khách - Bếp riêng - 4 Phòng ngủ - 4 Nhà vệ sinh - Giếng trời - Ban công thoáng sáng Bàn giao nội thất theo nhà Nhiều tiện ích xung quanh mua sắm, dịch vụ, ăn uống, thuận tiện di chuyển các quận trung tâm Sổ riêng, mua bán gặp chủ Liên hệ: Hoàng Phúc 0909848728 0909848728 Thu gọn Liên hệ: SĐT 1 090 984 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Gần nhiều tiện ích",,,,Gần nhiều tiện ích,,,,,5.0,0,,4.0
306331200,5,"Chính chủ bán gấp nhà Đặng Minh Khiêm-Quận 11 cho thuê 18tr, gần Bệnh viện Chợ Rẫy giá 2tỷ89/ 64m2",,,"chính chủ bán gấp nhà đặng minh khiêm-quận 11 cho thuê 18tr, gần bệnh viện chợ rẫy giá 2tỷ89/ 64m2",64.0,Quận 11,"Đ. Đặng Minh Khiêm, P. 7, Q. 11, Tp. Hồ Chí Minh",4.0,4.0,02/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306331200,"Bán nhà đường Đặng Minh Khiêm, Phường 7, Quận 11. Diện tích: 64m² (4m x 16m) Kết cấu 1 trệt 2 và sân thượng ( 4 phòng ngủ, 4WC, phòng khách, phòng bếp) Xe hơi vào tới nhà, đường rộng rãi. Gần Bệnh viện Chợ Rẫy, Đang cho thuê 18tr/tháng. Giá 2tỷ890. Gọi ngay 0906853361 Liên hệ: SĐT 1 090 685 **** Hiện số",,,,,,,,,4.0,0,,1.0
306333723,5,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",,,,,,Căn hộ chung cư,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306333723,,,,,,,,,,,0,0.0,1.0
306314835,5,Siêu phẩm góc 2 mặt tiền quỹ đất vàng quận 11 cơ hội đầu tư không lặp lại,65 tỷ,65.0,"167,1 triệu/m²",389.0,Quận 11,"Đ. Phó Cơ Điều, P. 4, Q. 11, Tp. Hồ Chí Minh",,,01/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306314835,"SIÊU PHẨM GÓC 2 MẶT TIỀN QUỸ ĐẤT VÀNG QUẬN 11 CƠ HỘI ĐẦU TƯ KHÔNG LẶP LẠI Bán nhà GÓC 2 MẶT TIỀN Đường Phó Cơ Điều & Đặng Minh Khiêm Phường 4 Quận 11 Điểm nhấn hiếm có: Góc 2 mặt tiền cực kỳ thông thoáng nhận diện thương hiệu cao Khu vực trung tâm Quận 11, kết nối nhanh Q5 Q10 Tân Bình Phù hợp xây tòa nhà văn phòng khách sạn căn hộ dịch vụ showroom trung tâm thẩm mỹ Thông tin chi tiết: Diện tích: 11m x 35m NỞ HẬU 18m (đất cực đẹp, phong thủy tốt) Tổng diện tích công nhận: 388,7 m² Hiện trạng: Trệt + Lửng + 2 Lầu Chỉ tiêu xây dựng: 2 HẦM + 10 TẦNG giá trị khai thác tương lai cực lớn Pháp lý: Sổ hồng cá nhân Hoàn công đầy đủ không thế chấp Giao dịch ngay Giá bán: 65 TỶ THƯƠNG LƯỢNG TRỰC TIẾP CHỦ So với quỹ đất góc 2MT cùng phân khúc: mức giá rất tốt cho nhà đầu tư dài hạn Tài sản phù hợp cho: Nhà đầu tư giữ tài sản trung tâm Khách mua xây tòa nhà cao tầng Doanh nghiệp cần vị trí góc 2MT để phát triển thương hiệu Liên hệ ngay để nhận thông tin chi tiết sổ chỉ tiêu xây dựng vị trí chính xác 0927163939 Em Dũng. Hàng hiếm giá trị tăng trưởng cao số lượng chỉ 1 căn duy nhất! Thu gọn Liên hệ: SĐT 1 092 716 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Đất vuông - nở hậu",,,,Đất vuông - nở hậu,,,,,11.0,1,167.1,3.5
306331583,5,"Bán căn hộ chung cư The Park Avenue Quận 11, Hồ Chí Minh",,,,,,Căn hộ chung cư,,,,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306331583,,,,,,,,,,,0,0.0,1.0
306331243,5,"Bán gấp NR 90m2, 3PN, 2WC, Lữ Gia, P8, Q11, HCM, giá 13 tỷ VND",13 tỷ,13.0,"144,44 triệu/m²",90.0,Quận 11,"Đ. Lữ Gia, P. 8, Q. 11, Tp. Hồ Chí Minh",90.0,90.0,01/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306331243,"Chill một cái NR 90m2 ở Lữ Gia, P8, Q11, HCM, cực chất cho những ai đang tìm kiếm không gian sống thoải mái. Nhà 2 tầng, 3PN, 2WC, mặt tiền 4.4m, ngõ rộng 6m, rất dễ di chuyển. Pháp lý đầy đủ với sổ đỏ, sổ hồng. + Diện tích: 90m2 + 3PN, 2WC + Mặt tiền 4.4m, ngõ vào rộng 6m + Pháp lý đầy đủ + Giá: 13 tỷ VND Khu vực xung quanh: - Gần siêu thị Satramart, Lekhamart, Con Cưng - Nhiều công viên như Dương Đình Nghệ, Lãnh Binh Thăng, công viên Thiên Phước,.. - Các bệnh viện Trưng Vương, Chợ Rẫy, Nhi Đồng 1, SVĐ Phú Thọ, - Trường mầm non, cấp 1,2,3, Liên hệ ngay để biết thêm thông tin chi tiết qua 0898144706 với Lê Hoàng . Đừng bỏ lỡ cơ hội này! Thu gọn Liên hệ: SĐT 1 089 814 **** Hiện số Thông tin chi tiết Mặt tiền 4,4m",,"4,4m",,,,,,,6.0,1,144.44,2.0
306331977,5,"Siêu hiếm! Nhà Lạc Long Quân Q11, 4 tầng, 6.8x13m vuông vức, hẻm xe tải tung tăng. Nhỉnh 13 tỷ","13,95 tỷ",13.95,"174,38 triệu/m²",80.0,Quận 11,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",4.0,4.0,01/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306331977,"#0BT014002 Trung tâm Quận 11, kết nối nhanh Q10 Tân Bình Tân Phú Hẻm xe tải, xe hơi vào nhà, thuận tiện đậu xe Diện tích: công nhận 80m2 Ngang 6.8m vuông vức, cực hiếm khu Lạc Long Quân Kết cấu: 1 trệt 2 lầu + sân thượng, 4PN, 3WC Pháp lý: sổ hồng riêng, hoàn công, sang tên nhanh Tiện ích 1km: Đầm Sen, chợ, siêu thị, trường học, trung tâm thể thao, cửa hàng tiện lợi * Giá: 13.95 tỷ (thương lượng chính chủ) * Liên hệ: Thái Lê 0398060828 - tận mắt xem nhà. Liên hệ: SĐT 1 039 806 **** Hiện số Thông tin chi tiết Mặt tiền 6,8m",,"6,8m",,,,,,,6.8,1,174.38,3.5
306330644,5,Mặt tiền kinh doanh ngay xóm đất - quận 11 - 5 tầng btct - 37m2 - giá 10.99 tỷ tl,"10,99 tỷ",10.99,"297,03 triệu/m²",37.0,Quận 11,"Đ. Xóm Đất, P. 8, Q. 11, Tp. Hồ Chí Minh",,,01/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306330644,"MẶT TIỀN KINH DOANH NGAY XÓM ĐẤT - QUẬN 11 - 5 TẦNG BTCT - 37M2 - GIÁ 10.99 TỶ TL + Diện tích 3,2m x 12m công nhận 37m + Kết cấu : trệt, lửng, 3 lầu, 6PN, 3WC, sân thượng, + Mặt tiền kinh doanh đa ngành nghề, khu đông dân cư sầm uất, + Sổ hồng riêng, hoàn công đủ, pháp lý chuẩn, công chứng ngay + Giá chỉ 10.99 TỶ TL trực tiếp chủ + Liên hệ 0906629283 Phát Liên hệ: SĐT 1 090 662 **** Hiện số",,,,,,,,,3.2,1,297.03,5.0
306330634,5,Bán nhà thương hiệu ngay mặt tiền 3 Tháng 2 - DT 10x20m - 4 tầng - HĐT 205 tr/th - giá 44 tỷ,44 tỷ,44.0,"217,82 triệu/m²",202.0,Quận 11,"Đ. 3/2, P. 8, Q. 11, Tp. Hồ Chí Minh",,,01/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306330634,"Bán nhà ngay mặt tiền đường 3 Tháng 2, phường 8, Quận 11. - Diện tích: 10x20m. - Công nhận: 202m2. - Kết cấu: 4 tầng. - Vị trí kinh doanh làm thương hiệu không còn gì để chê, rất phù hợp cho thuê ngân hàng, spa thẩm mỹ viện, hay cà phê thương hiệu. - Giá 44 tỷ còn thương lượng. Liên hệ em Ngọc Thành: 0933594466 - (24/7). Liên hệ: SĐT 1 093 359 **** Hiện số Thông tin chi tiết Mặt tiền 10m",,10m,,,,,,,10.0,1,217.82,4.0
306323866,5,Khu víp quận 11...4 tầng. mặt tiền đường kinh doanh đỉnh. xe hơi ngủ trong nhà.giá tốt,"14,9 tỷ",14.9,"310,42 triệu/m²",48.0,Quận 11,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",,,01/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306323866,"khu víp quận 11. . . 4 tầng.  mặt tiền đường kinh doanh đỉnh.  xe hơi ngủ trong nhà. Giá tốt ****diện tích:(3. 9m x 16m) công nhận đủ ****kết cấu: 4 tầng.  6pn. 6wc ****pháp lý:sổ hồng riêng hoàn công đủ ****vị tri: ngay lạc long quân.  nhà mới đẹp lung linh. . Dọn vào ở ngay.  ****giá: 14. 9 tỷ (thương lượng) giá tốt cho khách thiện chí ****liên hê :: em nam dẫn xem nhà.  hộ trợ pháp lý Liên hệ: SĐT 1 093 891 **** Hiện số Thông tin chi tiết Mặt tiền 3,9m",,"3,9m",,,,,,,9.0,1,310.42,4.0
306328994,5,"Cần tiền bán rẻ nhà mới đẹp Hàn Hải Nguyên F8 quận 11 ,giá chỉ 4tỷ 750",,,,48.0,Quận 11,"P. 8, Q. 11, Tp. Hồ Chí Minh",,,01/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306328994,"Cần tiền bán rẻ nhà mới đẹp Hàn Hải Nguyên F8 quận 11 ,giá chỉ 4tỷ 750 - DT: ( 4 X 12) 48m² đúc kiên cố 1 trệt 1 lầu , sân thượng - Gồm 2pn .3wc - Tiện ích : gần 3/2 , hướng ra Minh Phụng - Hẻm Xe Hơi Tới Cửa - Giá chỉ 4 tỷ 750 giá hiếm ở khu vực hiện tại Liên hệ: SĐT 1 090 329 **** Hiện số",,,,,,,,,4.0,0,,2.5
306327986,5,Lạc Long Quân - hạ giá rất nhiều vì cần tiền gấp ạ,,,,50.0,Quận 11,"Đ. Lạc Long Quân, P. 10, Q. 11, Tp. Hồ Chí Minh",4.0,4.0,01/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306327986,"Vị trí đẹp gần mặt tiền hẻm to 6m (nhà đang trống). - ĐC: 206/26 Lạc Long Quân, P. 10, Q. 11. DT: 4x12 = 50m2. - Liên hệ 931420314 Pháp. - Hỗ trợ vé xe - máy bay cho khách thiện chí mua nhà ạ. Liên hệ: SĐT 1 093 142 **** Hiện số",,,,,,,,,4.0,0,,1.0
306329833,5,Nhà 4 tầng - q11 - lạc long quân - gần cv đầm sen - hẻm ôtô - nhỉnh 7 tỷ,"7,2 tỷ",7.2,240 triệu/m²,30.0,Quận 11,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",,,01/01/2026,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306329833,"* Hẻm nhựa 8m có vỉa hè, xe hơi tránh nhau thoải mái, thông tứ hướng. . * Khu kinh doanh sầm uất, gần chợ Bình Thới, trường Nguyễn Văn Phú, giáp Tân Hóa, Phú Thọ, Hồng Bàng. * Kết cấu: 4 tầng BTCT kiên cố. * Phòng khách, bếp, 2 PN, 3 WC, có giếng trời và sân phơi riêng. * Pháp lý chuẩn: Sổ hồng hoàn công đầy đủ, công chứng ngay trong ngày. * Liên hệ : 0902724706 Nga Bùi - AB3B9D Liên hệ: SĐT 1 090 272 **** Hiện số",,,,,,,,,,0,240.0,4.0
