id,Page,Title,Price_Raw,Price_Billion,Price_per_m2,Area_m2,District,Address,Bedrooms,Toilets,Post_Time,Link,Description,Mức độ giao dịch,Mặt tiền,Chiều sâu,Ưu điểm BĐS,Nội thất,Số ban công,Hướng ban công,Tiện ích,Width_m,Is_MatTien,Price_Per_m2
306348110,1,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306348110,,,,,,,,,,,0,
306332773,1,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306332773,,,,,,,,,,,0,
306318985,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306318985,,,,,,,,,,,0,
306311094,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306311094,,,,,,,,,,,0,
306310000,3,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306310000,,,,,,,,,,,0,
306298785,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306298785,,,,,,,,,,,0,
306291949,4,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306291949,,,,,,,,,,,0,
306268191,5,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306268191,,,,,,,,,,,0,
306282759,5,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306282759,,,,,,,,,,,0,
306278004,5,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306278004,,,,,,,,,,,0,
306278368,5,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306278368,,,,,,,,,,,0,
306275632,5,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306275632,,,,,,,,,,,0,
306271324,6,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306271324,,,,,,,,,,,0,
306229400,7,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306229400,,,,,,,,,,,0,
306246633,8,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306246633,,,,,,,,,,,0,
306222109,8,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306222109,,,,,,,,,,,0,
306197941,11,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306197941,,,,,,,,,,,0,
306162125,12,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306162125,,,,,,,,,,,0,
306158640,12,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306158640,,,,,,,,,,,0,
306178087,12,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306178087,,,,,,,,,,,0,
306141136,13,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306141136,,,,,,,,,,,0,
306166641,13,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306166641,,,,,,,,,,,0,
306136487,13,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306136487,,,,,,,,,,,0,
306148882,14,"Bán biệt thự liền kề Vinhomes Green Paradise Cần Giờ, Hồ Chí Minh",,,,,,,,,,https://meeyland.com/ban-biet-thu-lien-ke-can-gio-ho-chi-minh-i1423/306148882,,,,,,,,,,,0,
