id,Page,Title,Price_Raw,Price_Billion,Area_m2,District,Address,Bedrooms,Toilets,Post_Time,Link,Description
305694767,1,[QUẬN 10] BÁN NHÀ ĐẸP TRUNG TÂM – 4 TẦNG BTCT – GẦN CMT8 – GIÁ CHỈ 6.3 TỶ,,,30,,"Meeyland có 9 ảnh về nhà riêng Đ. Hòa Hưng, P. 13, Q. 10, Tp. Hồ Chí Minh. Diện tích 30m², giá 6.300.000.000  VNĐ. Mã tin rao: 305694767. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-quan-10-ho-chi-minh-i1223/305694767,
305679507,1,[Quận 10] Bán Nhà Đẹp Tặng Full Nội Thất Đường Hòa Hưng 42m² Giá Chỉ Hơn 5 Tỷ,,,42,,"Meeyland có 10 ảnh về nhà riêng Đ. Hòa Hưng, P. 13, Q. 10, Tp. Hồ Chí Minh. Diện tích 42m², giá 5.950.000.000  VNĐ. Mã tin rao: 305679507. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-quan-10-ho-chi-minh-i1223/305679507,
305875815,1,"[P BÀN CỜ] BÁN NHÀ MỚI ĐẸP 5 TẦNG Ở NGAY HXH PHÂN LÔ THÔNG THOÁNG – GIÁ CHỈ 9,9 TỶ",,,29,,"Meeyland có 8 ảnh về nhà riêng Đ. Nguyễn Đình Chiểu, P. 2, Q. 3, Tp. Hồ Chí Minh. Diện tích 29m², giá 9.900.000.000  VNĐ. Mã tin rao: 305875815. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-quan-3-ho-chi-minh-i1223/305875815,
306216560,1,"Ngay chợ Tân Bình hẻm xe hơi 6m, Lý Thường Kiệt 6 phòng ngủ, đang cho thuê sẵn nguồn tiền 20 triệu, chỉ 7,3 tỷ",,,29,Tân Bình,"Meeyland có 8 ảnh về nhà riêng P. Lý Thường Kiệt, Q. Tân Bình, Tp. Hồ Chí Minh. Diện tích 50m², giá 7.300.000.000  VNĐ. Mã tin rao: 306216560. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-tan-binh-ho-chi-minh-i1223/306216560,
306057627,1,"Nhà hẻm xe hơi Điện Biên Phủ, Bình Thạnh, 4 phòng ngủ, 3 lầu, giá tốt",,,50,Bình Thạnh,"Meeyland có 13 ảnh về nhà riêng Đ. Điện Biên Phủ, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh. Diện tích 36.3m², giá 8.900.000.000  VNĐ. Mã tin rao: 306057627. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-binh-thanh-ho-chi-minh-i1223/306057627,
306068169,1,"Cơ hội vàng sở hữu ngay căn nhà đẹp ""có một không hai"" tại khu vực Cộng Hòa, Tân Bình",,,62,Tân Bình,"Meeyland có 1 ảnh về nhà riêng Đ. Cộng Hòa, Q. Tân Bình, Tp. Hồ Chí Minh. Diện tích 62m², giá 5.000.000.000  VNĐ. Mã tin rao: 306068169. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-tan-binh-ho-chi-minh-i1223/306068169,
306068096,1,"Đất vàng Long Đức kế chợ đêm, gần khu công nghiệp, giá hời",,,62,Tân Bình,"Meeyland có 4 ảnh về đất Đ. Gò Cẩm Đệm, Q. Tân Bình, Tp. Hồ Chí Minh. Diện tích 300m², giá 1.200.000.000  VNĐ. Mã tin rao: 306068096. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-dat-tan-binh-ho-chi-minh-i1123/306068096,
306068101,1,"Chào mừng quý khách đến với ""căn nhà trong mơ"" tọa lạc tại Xô Viết Nghệ Tĩnh, Bình Thạnh",,,5,Bình Thạnh,"Meeyland có 8 ảnh về nhà riêng Đ. Xô Viết Nghệ Tĩnh, P. 21, Q. Bình Thạnh, Tp. Hồ Chí Minh. Diện tích 41.4m², giá 6.250.000.000  VNĐ. Mã tin rao: 306068101. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-binh-thanh-ho-chi-minh-i1223/306068101,
305915817,1,"Nhà hẻm Thoại Ngọc Hầu, Phú Thạnh, Tân Phú – 48m² vào ở ngay",,,48,Tân Phú,"Meeyland có 7 ảnh về nhà riêng Đ. Thoại Ngọc Hầu, P. Phú Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh. Diện tích 48m², giá 3.600.000.000  VNĐ. Mã tin rao: 305915817. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-tan-phu-ho-chi-minh-i1223/305915817,
305915781,1,Nhà hẻm Phan Thị Hành Tân Phú – 45m2 nhà mới vào ở ngay,,,45,Tân Phú,"Meeyland có 4 ảnh về nhà riêng P. Phú Thọ Hòa, Q. Tân Phú, Tp. Hồ Chí Minh. Diện tích 45m², giá 3.100.000.000  VNĐ. Mã tin rao: 305915781. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-tan-phu-ho-chi-minh-i1223/305915781,
305915866,1,"Bán Nhà phố riêng hẻm xe hơi thông thoáng 52m² Phú Thọ Hòa, Tân Phú 4.3 tỷ",,,52,Tân Phú,"Meeyland có 3 ảnh về nhà riêng Đ. Phú Thọ Hòa, P. Phú Thọ Hòa, Q. Tân Phú, Tp. Hồ Chí Minh. Diện tích 52m², giá 4.300.000.000  VNĐ. Mã tin rao: 305915866. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-tan-phu-ho-chi-minh-i1223/305915866,
306068566,1,"Ngôi nhà tọa lạc tại vị trí đắc địa, gần mặt tiền đường Huỳnh Văn Bánh, Quận Phú Nhuận",,,52,Phú Nhuận,"Meeyland có 4 ảnh về nhà riêng Đ. Huỳnh Văn Bánh, Q. Phú Nhuận, Tp. Hồ Chí Minh. Diện tích 68m², giá 7.000.000.000  VNĐ. Mã tin rao: 306068566. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-phu-nhuan-ho-chi-minh-i1223/306068566,
306049675,1,"Nhà Liên khu 10-11, gần Phan Anh, 7.9 tỷ - Full nội thất, hẻm 7m",,,68,Bình Tân,"Meeyland có 7 ảnh về nhà riêng Đ. Liên khu 10-11, Q. Bình Tân, Tp. Hồ Chí Minh. Diện tích 54m², giá 7.900.000.000  VNĐ. Mã tin rao: 306049675. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-binh-tan-ho-chi-minh-i1223/306049675,
306049678,1,"Quận 4 gọi tên nhà 110.5m2, thu nhập 28 triệu/tháng, giá chỉ 7.86 tỷ",,,54,,"Meeyland có 6 ảnh về nhà riêng Đ. Đoàn Văn Bơ, P. 18, Q. 4, Tp. Hồ Chí Minh. Diện tích 84m², giá 7.860.000.000  VNĐ. Mã tin rao: 306049678. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-quan-4-ho-chi-minh-i1223/306049678,
306068285,1,Mở ra cánh cửa đến một cuộc sống tiện nghi và thịnh vượng với căn nhà tọa lạc tại Dương Bá Trạc,,,44,,"Meeyland có 9 ảnh về nhà riêng Đ. Dương Bá Trạc, P. 1, Q. 8, Tp. Hồ Chí Minh. Diện tích 44m², giá 4.440.000.000  VNĐ. Mã tin rao: 306068285. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-quan-8-ho-chi-minh-i1223/306068285,
306068296,1,"Nhà bán nằm trong hẻm vip tại đường Dạ Nam, Phường 2",,,44,,"Meeyland có 10 ảnh về nhà riêng Đ. Dạ Nam, P. 2, Q. 8, Tp. Hồ Chí Minh. Diện tích 23.1m², giá 3.180.000.000  VNĐ. Mã tin rao: 306068296. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-quan-8-ho-chi-minh-i1223/306068296,
306216360,1,"Hẻm xe hơi gần chợ Phạm Văn Hai 4 phòng ngủ xây 3 tầng, nhà mới đẹp, gần 50m2, chỉ hơn 7,6 tỷ",,,1,Tân Bình,"Meeyland có 5 ảnh về nhà riêng Đ. Phạm Văn Hai, P. 3, Q. Tân Bình, Tp. Hồ Chí Minh. Diện tích 48m², giá 7.600.000.000  VNĐ. Mã tin rao: 306216360. Môi giới đăng tin.",,,17/12/2025,https://meeyland.com/ban-nha-rieng-tan-binh-ho-chi-minh-i1223/306216360,
ban-nha-rieng-tuyen-quang-h122,1,"Bán nhà Tuyên Quang | Giá mới, khu “hot”, pháp lý rõ ràng (12/2025)",,,100,,"Mua bán nhà riêng Tuyên Quang giá rẻ 2025 , có sổ đỏ, vị trí đẹp...✔️ Đã xác minh môi giới, chính chủ bán nhà nguyên căn tại MeeyLand.com",,,,https://meeyland.com/ban-nha-rieng-tuyen-quang-h122,
ban-nha-rieng-lao-cai-h122,1,"Bán nhà Lào Cai | Giá mới nhất, khu vực “hot”, pháp lý chuẩn, chính chủ (12/2025)",,,140,,"Mua bán nhà riêng Lào Cai giá rẻ 2025 , có sổ đỏ, vị trí đẹp...✔️ Đã xác minh môi giới, chính chủ bán nhà nguyên căn tại MeeyLand.com",,,,https://meeyland.com/ban-nha-rieng-lao-cai-h122,
ban-nha-rieng-thai-nguyen-h122,1,"Bán nhà Thái Nguyên | Giá mới, khu ""hot"", pháp lý rõ ràng chính chủ (12/2025)",,,1,,"Mua bán nhà Thái Nguyên giá rẻ 2025 , có sổ đỏ, vị trí đẹp...✔️ Đã xác minh môi giới, chính chủ bán nhà nguyên căn tại MeeyLand.com",,,,https://meeyland.com/ban-nha-rieng-thai-nguyen-h122,
ban-nha-rieng-phu-tho-h122,1,"Bán nhà Phú Thọ | Giá mới nhất, khu vực “hot”, pháp lý rõ ràng, chính chủ (12/2025)",,,7,,"Mua bán nhà riêng Phú Thọ giá rẻ 2025 , có sổ đỏ, vị trí đẹp...✔️ Đã xác minh môi giới, chính chủ bán nhà nguyên căn tại MeeyLand.com",,,,https://meeyland.com/ban-nha-rieng-phu-tho-h122,
ban-nha-rieng-bac-ninh-h122,1,"Bán nhà tỉnh Bắc Ninh chính chủ | Giá tốt, vị trí đẹp gần KCN, pháp lý rõ ràng (12/2025)",,,65,,"Mua bán nhà riêng tỉnh Bắc Ninh giá rẻ 2025 , có sổ đỏ, vị trí đẹp...✔️ Đã xác minh môi giới, chính chủ bán nhà nguyên căn tại MeeyLand.com",,,,https://meeyland.com/ban-nha-rieng-bac-ninh-h122,
ban-nha-rieng-hung-yen-h122,1,"Bán nhà tỉnh Hưng Yên chính chủ | Giá mới, pháp lý rõ ràng, giao dịch an toàn (12/2025)",,,104,,"Mua bán nhà riêng tỉnh Hưng Yên giá rẻ 2025 , có sổ đỏ, vị trí đẹp...✔️ Đã xác minh môi giới, chính chủ bán nhà nguyên căn tại MeeyLand.com",,,,https://meeyland.com/ban-nha-rieng-hung-yen-h122,
ban-nha-rieng-hai-phong-h122,1,Bán nhà tỉnh Hải Phòng giá rẻ (12/2025),,,38,,"Mua bán nhà tỉnh Hải Phòng giá rẻ 2025 , có sổ đỏ, đủ diện tích...✔️ Đã xác minh môi giới, chính chủ bán bất động sản Hải Phòng tại MeeyLand.com",,,,http://meeyland.com/ban-nha-rieng-hai-phong-h122,
ban-nha-rieng-ninh-binh-h122,1,"Bán nhà Ninh Bình | Giá mới, khu ""hot"", pháp lý rõ ràng, chính chủ (12/2025)",,,80,,"Mua bán nhà riêng Ninh Bình giá rẻ 2025 , có sổ đỏ, vị trí đẹp...✔️ Đã xác minh môi giới, chính chủ bán nhà nguyên căn tại MeeyLand.com",,,,https://meeyland.com/ban-nha-rieng-ninh-binh-h122,
ban-nha-rieng-quang-tri-h122,1,"Bán nhà Quảng Trị | Giá mới, khu ""hot"", pháp lý rõ ràng (12/2025)",,,138,,"Mua bán nhà riêng Quảng Trị giá rẻ 2025 , có sổ đỏ, vị trí đẹp...✔️ Đã xác minh môi giới, chính chủ bán nhà nguyên căn tại MeeyLand.com",,,,https://meeyland.com/ban-nha-rieng-quang-tri-h122,
ban-nha-rieng-ha-tinh-h122,1,Bán nhà riêng Hà Tĩnh giá rẻ (12/2025),,,47,,"Mua bán nhà riêng Hà Tĩnh giá rẻ 2025 , có sổ đỏ, vị trí đẹp...✔️ Đã xác minh môi giới, chính chủ bán nhà nguyên căn tại MeeyLand.com",,,,https://meeyland.com/ban-nha-rieng-ha-tinh-h122,
ban-nha-200-trieu-binh-chanh,1,BÁN NHÀ 200 TRIỆU BÌNH CHÁNH: ,,,95,Bình Chánh,Xem ngay 13 tin đăng Bán nhà 200 triệu bình chánh hôm nay.,,,,https://meeyland.com/tags/ban-nha-200-trieu-binh-chanh,
ban-nha-quan-12-gia-700-trieu,1,BÁN NHÀ QUẬN 12 GIÁ 700 TRIỆU: ,,,100,Quận 12,Xem ngay 3 tin đăng Bán nhà quận 12 giá 700 triệu hôm nay.,,,,https://meeyland.com/tags/ban-nha-quan-12-gia-700-trieu,
ban-nha-phu-nhuan-3-ty,1,BÁN NHÀ PHÚ NHUẬN 3 TỶ: ,,,151,Phú Nhuận,Xem ngay 10 tin đăng Bán nhà phú nhuận 3 tỷ hôm nay.,,,,https://meeyland.com/tags/ban-nha-phu-nhuan-3-ty,
ban-nha-go-vap-1-ty,1,BÁN NHÀ GÒ VẤP 1 TỶ: ,,,56,Gò Vấp,Xem ngay 0 tin đăng Bán nhà gò vấp 1 tỷ hôm nay.,,,,https://meeyland.com/tags/ban-nha-go-vap-1-ty,
ban-dat-thu-duc-duoi-1-ty,1,BÁN ĐẤT THỦ ĐỨC DƯỚI 1 TỶ: ,,,30,Thủ Đức,Xem ngay 0 tin đăng Bán đất thủ đức dưới 1 tỷ hôm nay.,,,,https://meeyland.com/tags/ban-dat-thu-duc-duoi-1-ty,
