id,Page,Title,Price_Raw,Price_Billion,Price_per_m2,Area_m2,District,Address,Bedrooms,Toilets,Post_Time,Link,Description,Mặt tiền,Chiều sâu,Mức độ giao dịch,Ưu điểm BĐS,Tiện ích,Nội thất,Hướng ban công
306320026,6,"Bán Nhà Riêng 4PN, 4WC tại Âu Cơ, 12,5 tỷ, 66m2, Q11, HCM","12,5 tỷ",12.5,"189,39 triệu/m²",66,N/A,"Đ. Âu Cơ, P. 10, Q. 11, Tp. Hồ Chí Minh",4,4,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306320026,"Nhà riêng tại Âu Cơ, Quận 11, TP.HCM với diện tích 66m2, 4PN và 4WC, đầy đủ tiện nghi, phù hợp cho gia đình lớn. + Diện tích sử dụng 66m2, không gian rộng rãi và thoáng mát. + 4 phòng ngủ (PN) và 4 phòng tắm (WC), đáp ứng nhu cầu sinh hoạt thoải mái. + Nhà 4 tầng, thiết kế hiện đại, phù hợp cho gia đình nhiều thế hệ. + Mặt tiền 4m, thuận lợi cho việc kinh doanh hoặc cho thuê. + Ngõ vào rộng 8m, dễ dàng cho xe ô tô vào ra. + Pháp lý đầy đủ, đảm bảo quyền lợi cho người mua. Tiện ích xung quanh: - Gần công viên Bàu Cát 2, công viên nước Đầm Sen, Bàu Cát, - Siêu thị Mẹ & Bé Con Cưng, Siêu thị Sách & Tiện Ích Nhân Văn. - Trường mầm non Việt Mỹ, Trường Mầm Non Ngôi Nhà Hạnh Phúc, ĐH Văn Hiến,.. - Bệnh viện Quốc Tế Queen, Bệnh Viện Thống Nhất,BV Tân Phú, Liên hệ để biết thêm chi tiết: Lê Hoàng 0898144706 Thu gọn Liên hệ: SĐT 1 089 814 **** Hiện số Thông tin chi tiết Mặt tiền 4m Ưu điểm BĐS Giáp vườn hoa công viên",4m,,,Giáp vườn hoa công viên,,,
306316502,6,"Nhà bán nở hậu Lạc Long Quân (3,5 x 7) 3 tầng - Quận 11","3,7 tỷ",3.7,148 triệu/m²,25,N/A,"Đ. Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh",2,2,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306316502,"+ Diện tích: 3,41 x 7 (nở hậu 3,6) + Kết cấu: Trệt, 2 lầu giả, 2 phòng ngủ, 2 wc + Hẻm 2 xe máy tránh nhau, thông thoáng, cách 50m ra Đầm Sen Liên hệ: SĐT 1 077 370 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Đất vuông - nở hậu",,,,Đất vuông - nở hậu,,,
306322514,6,"Bán căn hộ chung cư The Park Avenue Quận 11, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306322514,N/A,,,,,,,
306322274,6,"Nhà đẹp như tranh, căn Xóm Đất Q11 46,8m2/3Tỷ180 Triệu 3PN SHR sổ hồng riêng sang tên Cho Thuê Tốt","3,18 tỷ",3.18,"nhà đẹp như tranh, căn xóm đất q11 46,8m2/3tỷ180 triệu 3pn shr sổ hồng riêng sang tên cho thuê tốt",46.8,N/A,"Đ. Xóm Đất, P. 8, Q. 11, Tp. Hồ Chí Minh",11,3,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306322274,"Diện tích công nhận: 46,8m2. Kết cấu: Trệt + 1 lầu. Gồm: Sân rộng, Phòng khách, bếp, 3 Phòng Ngủ, 2WC, ban công, 2 giếng trời thông thoáng. Tặng toàn bộ nội thất cao cấp. Vị trí đẹp, gần trường Trung học cơ sở Lê Anh Xuân, chợ, các dịch vụ tiện ích, hàng xóm thân thiện dễ gần. Liên hệ Lan Ngoc: 0902852967 Liên hệ: SĐT 1 090 285 **** Hiện số Thông tin chi tiết Mặt tiền 4m",4m,,,,,,
306315941,6,Giảm sốc 3 tỷ - tòa 2MT Hồng Bàng 7.7x27m 180m2 - 6 tầng thang máy - HĐT 130 tr/tháng - bán 57 tỷ,57 tỷ,57.0,giảm sốc 3 tỷ - tòa 2mt hồng bàng 7.7x27m 180m2 - 6 tầng thang máy - hđt 130 tr/tháng - bán 57 tỷ,180,N/A,"Đ. Hồng Bàng, P. 16, Q. 11, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306315941,"Chủ cần chủ cần xử lý việc cá nhân gấp, chấp nhận giảm tổng cộng 3 Tỷ (tương đương 5%) trên giá 60 Tỷ cho khách thiện chí giao dịch nhanh. Vị trí Độc Tôn: Tòa nhà Góc 2 Mặt tiền đường Hồng Bàng, Phường 16, Quận 11. Hướng Nam. Quy mô: Diện tích 7.7m x 27m. Công nhận 180m². Kết cấu Hiện Đại: 6 Tầng, có Thang máy. Dòng tiền Ổn Định: Đang cho EximBank thuê 130 Triệu/tháng, hợp đồng ký 5 năm. Giá Bán Nhanh: 57 Tỷ VNĐ (Giá chốt cuối). Liên hệ: SĐT 1 090 348 **** Hiện số Thông tin chi tiết Tiện ích Thang máy",,,,,Thang máy,,
306320692,6,"Nhà 4 tầng btct [ 4 x 13m ] nguyễn chí thanh - nguyễn thị nhỏ q11 , giá 7,3 tỷ tl","7,3 tỷ",7.3,"140,38 triệu/m²",52,N/A,"Đ. Nguyễn Chí Thanh, P. 16, Q. 11, Tp. Hồ Chí Minh",4,4,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306320692,"Nhà 4 tầng đường Nguyễn Chí Thanh Q11 DT: ( 4 x 13m ) 52m2 . Sàn 162,2m2 KC : Trệt + 3 lầu ( sân thượng ) Giá : 7,3 Tỷ TL Nhà kiên cố , chính chủ chưa qua đầu tư Liên hệ: SĐT 1 090 456 **** Hiện số Thông tin chi tiết Mặt tiền 4m",4m,,,,,,
306317960,7,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306317960,N/A,,,,,,,
306319974,7,"Bán căn hộ chung cư The Park Avenue Quận 11, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306319974,N/A,,,,,,,
306301718,7,"Hẻm xe tải 6m ngay 3/2 Hồng Bàng trung tâm Quận 11 giá chỉ 4,6 tỷ","4,6 tỷ",4.6,"153,33 triệu/m²",30,N/A,"Đ. 702, P. 1, Q. 11, Tp. Hồ Chí Minh",2,2,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306301718,"Hẻm xe tải 6m ngay 3/2, Hồng Bàng kết nối Cây Gõ, Minh Phụng, Hậu Giang, Phú Lâm ngang 4m. Diện tích: 4m x 7.5m = 29m2 Kết cấu: 1 trệt 1 lầu BTCT 2PN, 2WC. Phù hợp ở gia đình / cho thuê / xây mới 5 tầng. Vị trí: Ngay đường 3/2 Hồng Bàng, di chuyển nhanh Cây Gõ, Minh Phụng, Hậu Giang, Phú Lâm, sát Quận 10 Quận 1. Pháp lý: Sổ hồng riêng A4 hoàn công đủ công chứng ngay. Giá: 4,6 tỷ (còn thương lượng). Liên hệ: SĐT 1 090 879 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Xây mới",,,,Xây mới,,,
306318772,7,"Bán căn hộ chung cư The Park Avenue Quận 11, Hồ Chí Minh",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306318772,N/A,,,,,,,
306318625,7,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306318625,N/A,,,,,,,
306317235,7,"Bán nhà hẻm ô tô quận 11 giá từ 6,35 tỷ","6,35 tỷ",6.35,"113,39 triệu/m²",56,N/A,"Đ. Trịnh Đình Trọng, P. 5, Q. 11, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306317235,"BÁN NHÀ HẺM Ô TÔ QUẬN 11 Bạn đang tìm kiếm một căn nhà vừa túi tiền tại trung tâm, hẻm rộng rãi và đầy đủ tiện ích xung quanh? Đừng bỏ lỡ siêu phẩm tại Trịnh Đình Trọng, P.5, Quận 11 1. VỊ TRÍ VÀ GIAO THÔNG ĐẮC ĐỊA - Địa chỉ: Trịnh Đình Trọng, Phường 5, Quận 11. - Hạ tầng: Hẻm ô tô thông thoáng, cao ranh, không ngập nước. Nhà nằm ngay trục đường kết nối huyết mạch giữa Quận 11 và Tân Phú. - Kết nối: * Chỉ 2 phút ra ngã tư Lạc Long Quân - Âu Cơ. - Di chuyển nhanh chóng sang Quận 10, Quận 5 và Quận Tân Bình. - Thuận tiện đi lại qua các trục đường lớn: Lũy Bán Bích, Hòa Bình, Kênh Tân Hóa. 2. THÔNG SỐ VÀ KẾT CẤU (ƯU THẾ NGANG 4.3M) - Diện tích: 4,3m x 12m (Ngang hơn 4m là điểm cộng cực lớn, nhà rất thoáng). - Tổng diện tích sử dụng: 107m². - Kết cấu: 1 trệt, 1 lầu đúc kiên cố. Công năng đầy đủ cho gia đình đông người, phòng khách rộng, bếp thoáng. 3. TIỆN ÍCH XUNG QUANH (BÁN KÍNH 500M - 1KM) - Giải trí & Mua sắm: Chỉ 3 phút đến Công viên Văn hóa Đầm Sen, siêu thị Co.op Mart Phú Thọ, gần chợ hoa Đầm Sen và chợ dân sinh sát bên. - Giáo dục: Hệ thống trường học các cấp bao quanh: Tiểu học Trương Công Định, THCS Lê Quý Đôn, THPT Trần Quang Khải. - Y tế: Gần Bệnh viện Quận 11, các phòng khám đa khoa uy tín. - Khu vực: Dân trí cao, an ninh, hàng xóm thân thiện, yên tĩnh, phù hợp để ở lâu dài hoặc mở văn phòng công ty. 4. PHÁP LÝ & GIÁ BÁN - Pháp lý: Sổ hồng riêng chính chủ, hoàn công đầy đủ, công chứng ngay. - Giá bán: 6,35 Tỷ (Còn thương lượng sâu cho khách thiện chí). Liên hệ: Anh Thắng 0917196691 để xem nhà. Thu gọn Liên hệ: SĐT 1 091 719 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Dân trí cao",,,,Dân trí cao,,,
306315112,7,Mặt tiền kinh doanh đa ngành nghề.đường thuận kiều. quận 11,"12,8 tỷ",12.8,"328,21 triệu/m²",39,N/A,"Đ. Thuận Kiều, P. 7, Q. 11, Tp. Hồ Chí Minh",4,4,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306315112,"mặt tiền kinh doanh đa ngành nghề. Đường thuận kiều.  quận 11 ****diện tích::(3. 9m x 11m)công nhận đủ ****kết cấu: 4 tầng.  4 pn. 3wc ****pháp ly::sổ hồng riêng hoàn công đủ ****vị tri: gần bệnh viện chợ rẫy.  lê đại hành.  nguyễn chí thanh.  trần quý.  hòa hảo. Tiện ích ngập tràn. . . . V. . V. .  **** nhà đang cho thuê 35tr/tháng giá::12. X tỷ (thương lượng) giá tốt cho khách thiện chí liên hê::em nam dẫn xem nhà.  hộ trợ pháp lý Liên hệ: SĐT 1 093 891 **** Hiện số Thông tin chi tiết Mặt tiền 3,9m","3,9m",,,,,,
306317700,7,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,N/A,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306317700,N/A,,,,,,,
306317337,7,"Bán Căn Hộ Bình Thới, Góc 2 Mặt Thoáng.Lầu 5, Q.11 DT 74m²3PN, 1WC, PK, Giá 2,880Tỷ. LH 0866688444","2,88 tỷ",2.88,"38,92 triệu/m²",74,N/A,"P. 14, Q. 11, Tp. Hồ Chí Minh",2,2,30/12/2025,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306317337,"Bán Căn Hộ Bình Thới, Góc 2 Mặt Thoáng. Lô C, Lầu 5, Dương Đình Nghệ, Q. 11 - Gần Lãnh Binh Thăng. - Diện tích: 74m². - Cấu trúc: 3.PN, 1WC, PK, bếp, căn hộ mới đẹp vào ở ngay - Pháp lý có sổ hồng sở hữu lâu dài - Giá bán: 2,880 Tỷ TL - Liên hệ xem nhà: 0866688444 Phan Đăng Liên hệ: SĐT 1 086 668 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Nhiều mặt thoáng",,,,Nhiều mặt thoáng,,,
306317113,7,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306317113,N/A,,,,,,,
306314917,7,Bán nhà lê đại hành - trung tâm quận 11 - 21m2 - hẻm thông - nhà mới đẹp - vào ở ngay - chỉ 2.x tỷ,"2,75 tỷ",2.75,"130,95 triệu/m²",21,N/A,"Đ. Lê Đại Hành, P. 11, Q. 11, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306314917,"BÁN NHÀ LÊ ĐẠI HÀNH - TRUNG TÂM QUẬN 11 - 21M2 - HẺM THÔNG - NHÀ MỚI ĐẸP - VÀO Ở NGAY - CHỈ 2.X TỶ + Xung quanh có đủ trung tâm thương mại, siêu thị, bệnh viện, các trường học các cấp , ngân hàng, công ty. + Nhà thông ra các tuyến đường lớn Lãnh Binh Thăng, 3/2, Nguyễn Chí Thanh, Hồng Bàng, Lý Thường Kiệt,... + Thuận tiện di chuyển qua Quận 5, Quận 10, Bến xe Miền Tây, Bệnh viện Chợ Rẫy, Bệnh viện Hùng Vương, Bệnh viện Đại học Y Dược,... + Khu dân trí cao, hẻm sạch sẽ. Liên hệ Sang 0971366685 Thu gọn Liên hệ: SĐT 1 097 136 **** Hiện số Thông tin chi tiết Ưu điểm BĐS Dân trí cao",,,,Dân trí cao,,,
306316995,7,"Quận 11, nhà Lạc Long Quân, Phường 5, gần khu giáo xứ, 2 tầng hoàn công đủ, vuông vắn, giá tốt","5,9 tỷ",5.9,"91,05 triệu/m²",64.8,N/A,"Đ. Lạc Long Quân, P. 5, Q. 11, Tp. Hồ Chí Minh",3,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306316995,"Quận 11 - chủ cần bán gấp! Nhà Lạc Long Quân, Phường 5. Ngang 3m6 x 18m. Giá chốt cứng: 5,9 tỷ. + Trệt 1 lầu, 3PN, có ban công thoáng mát. Khách chỉ việc sơn sửa sơ lại xíu là nhà mới tinh. + Hẻm 3m thông Bình Thới, Hòa Bình, ngay Cư Xá Nghĩa Hòa, Ký túc xá ĐHSP,... + Sổ vuông vức, hoàn công đủ 2 tầng. Xem nhà 0938891423 Liên hệ: SĐT 1 093 889 **** Hiện số Thông tin chi tiết Mặt tiền 3,6m","3,6m",,,,,,
306304966,7,"Bán chung cư Lạc Long Quân 1PN 1WC giá tốt - Có sổ, vay ngân hàng","1,6 tỷ",1.6,"39,02 triệu/m²",41,N/A,"Đ. Lạc Long Quân, P. 5, Q. 11, Tp. Hồ Chí Minh",1,1,30/12/2025,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306304966,"bán gấp căn 1PN 1WC chung cư Lạc Long Quân P5 Q11, ngay Chợ Hoa Đầm Sen. * 41m² 1PN 1WC. + Tầng trệt có gác: 3.25 tỷ phù hợp ở hoặc kinh doanh buôn bán. + Tầng 3: 1.6 tỷ. + Tầng 2: 1.75 tỷ. - Tiện ích xung quanh: Café, quán ăn, trường học, chợ hoa Đầm Sen khu dân cư an ninh, tiện di chuyển. - Sổ hồng vĩnh viễn Sang tên nhanh. - Hỗ trợ vay ngân hàng. - Gọi ngay: 0798060386 để xem nhà thực tế! Liên hệ: SĐT 1 079 806 **** Hiện số",,,,,,,
306298505,7,Chính chủ bán nhà 4 tầng đường 3/2 quận 11 chỉ 6.7tỷ,"6,7 tỷ",6.7,"159,52 triệu/m²",42,N/A,"Đ. 3/2, P. 2, Q. 11, Tp. Hồ Chí Minh",3,3,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306298505,"TÔI CHÍNH CHỦ BÁN NHÀ ĐƯỜNG 3/2, QUẬN 11 - CƠ HỘI VÀNG KHÔNG THỂ BỎ QUA! Thông Tin Nổi Bật: Vị trí đắc địa: Đường 3 Tháng 2 - Tuyến đường huyết mạch, kinh doanh sầm uất, di chuyển tiện lợi. Kết cấu kiên cố: 4 Tầng (1 trệt, 3 lầu), xây dựng chắc chắn, thiết kế hiện đại. Diện tích lý tưởng: 3m x 16m vuông vức, không lỗi phong thủy. Công năng hoàn hảo: 3 Phòng ngủ lớn : Thoáng mát, có cửa sổ, đón ánh sáng tự nhiên. Sân thượng TRƯỚC VÀ SAU : Rất hiếm có! Lý tưởng để làm khu BBQ, trồng cây cảnh, hoặc thư giãn ngắm phố. Phòng khách, bếp rộng rãi. - Giá 6,7Tỷ( TL ) -Q.Hùng: 0779789115 Thu gọn Liên hệ: SĐT 1 077 978 **** Hiện số Thông tin chi tiết Hướng ban công Tây",,,,,,,Tây
306314142,7,"Chính Chủ cần bán gấp nhà ngay đường Hàn Hải Nguyên,Quận 11 .Giá tốt chỉ 4 tỷ 850triệu","4,85 tỷ",4.85,"86,22 triệu/m²",56.25,N/A,"Đ. Hàn Hải Nguyên, P. 1, Q. 11, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306314142,"Chính Chủ cần bán gấp nhà ngay đường Hàn Hải Nguyên,Quận 11 .Giá tốt chỉ 4 tỷ 850triệu (thiện chí chốt ngay có thương lượng) - Diện tích: 56,25m2(4,5m x 12,5m). Vuông vức - Nhà 2 tầng,1trệt,5 phòng ngủ, 5 nhà vệ sinh, ô tô ngủ trong nhà,... Nhà đang cho thuê 20 triệu/tháng. - Pháp lý: Hoàn công, sổ hồng riêng hỗ trợ vay ngân hàng. - Liên hệ :0901804029 ngay để được hổ trợ xem nhà Liên hệ: SĐT 1 090 180 **** Hiện số",,,,,,,
306310394,7,"Bán nhà Hàn Hải Nguyên P. 8 Q. 11 - Gía 2 tỷ 3 .DT 83 m2, có HĐ thuê 26 triệu, sổ sạch chính chủ",N/A,,N/A,83,N/A,"Đ. Hàn Hải Nguyên, P. 8, Q. 11, Tp. Hồ Chí Minh",4,4,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306310394,"Bán nhà Hàn Hải Nguyên P. 8 Q. 11 - HXH 6M - CÁCh mặt tiền minh phụng vài bướcchân bán nhà mặt tiền nội bộ Hàn Hải Nguyên P. 8 Q. 11 Nhà cũ tiện xây mới ngang 5m x Dài 16.6 m (83m2) Sổ hồng riêng, pháp lý sạch. Giá tốt nhất khu vực, bao đầu tư - Kết cấu 1 trệt 2lầu (4 pn, 4wc) Lợi thế nổi bật: Nhà mặt tiền nội bộ kinh doanh Khu dân trí cao, nhà cao tầng sang trọng Cách mặt tiền Minh Phụng chỉ vài bước chân Vị trí vàng trung tâm Q. 11 Phù hợp vừa ở vừa kinh doanh online, mở tiệm nhỏ, spa, văn phòng mini Liên hệ Hà 0989748408 ngay để xem nhà Giá tốt, không có căn thứ 2! Thu gọn Liên hệ: SĐT 1 098 974 **** Hiện số Thông tin chi tiết Mặt tiền 5m Ưu điểm BĐS Dân trí cao, Xây mới",5m,,,"Dân trí cao, Xây mới",,,
306309647,7,"Chính chủ bán nhà đường tuệ tĩnh, p.11, q.11, 90m2, (6x16) 2 tỷ 970, ô tô tận nhà, hoàn công đủ.","2,97 tỷ",2.97,33 triệu/m²,90,N/A,"Đ. Tuệ Tĩnh, P. 11, Q. 11, Tp. Hồ Chí Minh",3,3,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306309647,"BÁN NHÀ MỚI ĐƯỜNG TUỆ TĨNH, P.11, Q.11 Diện tích: 90 m² (ngang 6m x dài 16m) Giá bán: 2 tỷ 970 triệu (thương lượng) Đường trước nhà: rộng 8m, xe hơi ra vào thoải mái Kết cấu nhà: 1 trệt + 1 lửng + 3 lầu 4 phòng ngủ, 5 phòng vệ sinh Có thang máy tải 500kg Nhà mới đúc bê tông cốt thép, xây dựng kiên cố, đã hoàn công đầy đủ Hiện trạng: đang có hợp đồng thuê 30 triệu/tháng, dòng tiền sẵn Pháp lý: sổ hồng riêng, pháp lý chuẩn, nhà sạch, công chứng nhanh Vị trí tiện ích: Khu dân cư hiện hữu, an ninh Gần chợ, trường học, bệnh viện, siêu thị Thích hợp ở kết hợp cho thuê, mở văn phòng, spa, căn hộ dịch vụ Liên hệ: số điện thoại em Ngọc Phúc: 0938924583 để xem nhà trực tiếp Hỗ trợ thương lượng chính chủ Thu gọn Liên hệ: SĐT 1 093 892 **** Hiện số Thông tin chi tiết Mặt tiền 8m Tiện ích Thang máy",8m,,,,Thang máy,,
306311114,7,"Sở hữu ngay nhà đường Công Chúa Ngọc Hân, P. 11, q. 11, 88m2, (6x14,6) sổ sạch, ô tô đi",N/A,,N/A,88,N/A,"Đ. Công Chúa Ngọc Hân, P. 11, Q. 11, Tp. Hồ Chí Minh",3,3,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306311114,"Bán nhà hẻm 8m đường Công Chúa Ngọc Hân, P. 11, Q. 11. Diện tích: 88 m² (ngang 6m x dài 14,6m). Kết cấu: 1 trệt + 1 lửng + 2 lầu. Công năng: 3 phòng ngủ, 4 phòng vệ sinh. Hẻm: Rộng 8m, xe hơi ra vào thoải mái. Nhà thiết kế đẹp, không gian thoáng, ở hoặc đầu tư đều phù hợp. Hiện trạng: Đang cho thuê 20 triệu/tháng, dòng tiền ổn định. Pháp lý: Sổ hồng riêng, sổ sạch, công chứng ngay. Tiện ích xung quanh: Gần chợ, trường học, bệnh viện, siêu thị. Khu dân cư hiện hữu, an ninh, giao thông thuận tiện. Phù hợp để ở gia đình, mở văn phòng hoặc đầu tư cho thuê. Liên hệ xem nhà: Số điện thoại em Ngọc Phúc: 0938924583 Thu gọn Liên hệ: SĐT 1 093 892 **** Hiện số Thông tin chi tiết Mặt tiền 6m Ưu điểm BĐS Giao thông thuận lợi",6m,,,Giao thông thuận lợi,,,
306312111,7,"Nhà ngộp Minh Phụng, p10, Quận 11. 77,4m2. Cho thuê 29tr, gần chợ Bình Tây",N/A,,N/A,77.4,N/A,"Đ. Minh Phụng, P. 10, Q. 11, Tp. Hồ Chí Minh",3,3,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306312111,"Vị trí: Đường Minh Phụng, phường 10. Quận 11. Gần chợ Bình Tây, Trường Đua Phú Thọ, Chợ Lớn. Đầm Sen. + Diện tích: 77,4m2 ( 4,3m x 18m ) + Kết cấu: 1 trệt, 2 lầu, 3 phòng ngủ, 4 nhà vệ sinh. Sân thượng. Đang có dòng tiền cho thuê sẵn 29tr/tháng Hẻm 5m thông , nhà đẹp cứng cáp. * Khu an ninh, 2 giếng trời đối lưu thông thoáng * Thích hợp cho gia đình ở và kinh doanh.. Bonus thêm vườn rau. Cây xanh mát. Sổ Hồng Chính Chủ, Công Chứng Ngay - Pháp Lý Rõ Ràng - Liên hệ: 0973862351 ( Mây ) để hẹn gặp và thương lượng trực tiếp với chủ. Thu gọn Liên hệ: SĐT 1 097 386 **** Hiện số Thông tin chi tiết Mặt tiền 4,3m","4,3m",,,,,,
306313367,7,"Bán chung cư Quận 11, Hồ Chí Minh giá rẻ (1/2026)",N/A,,N/A,,N/A,Căn hộ chung cư,,,N/A,https://meeyland.com/ban-can-ho-chung-cu-quan-11-ho-chi-minh-i1423/306313367,N/A,,,,,,,
306314302,7,"Bán nhà góc Hẻm 6m Lạc Long Quân (góc), Q11 - 6x13m - 4 tầng - 7.8 tỷ. Lh: 0917861739Linh)","7,8 tỷ",7.8,130 triệu/m²,60,N/A,"Đ. Lạc Long Quân, P. 5, Q. 11, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306314302,"Bán nhà góc Hẻm 6m Lạc Long Quân (góc), Q11 - 6x13m - 4 tầng - 7.8 tỷ Vị trí: Hẻm 6m - Lạc Long Quân góc - P05 - Q11 - TPHCM Diện tích: 6 x 13 ~ (76.8) m2 Hiện trạng: 4 tầng Giá: 7.8 tỷ Lh: 0917861739 bds1.vn Liên hệ: SĐT 1 091 786 **** Hiện số",,,,,,,
306313512,7,Gần mặt tiền đường - q11 - 2 tầng - lạc long quân - hẻm ôtô - nhỉnh 6 tỷ,"6,5 tỷ",6.5,"171,05 triệu/m²",38,N/A,"Đ. Lạc Long Quân, P. 10, Q. 11, Tp. Hồ Chí Minh",,,30/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306313512,"* Nhà 1 trệt 1 lầu gồm 2PN 2WC * Hẻm xe tải 7m thông thoáng, cách mặt tiền chỉ vài bước. * Ngay chợ Bình Thới, khu vực sầm uất, rất tiện kinh doanh, buôn bán, làm văn phòng công ty đại lý. * Hiện đang cho thuê, có dòng tiền sẵn * Sổ hồng chuẩn, pháp lý rõ ràng, chủ giữ sổ công chứng ngay. * Liên hệ : 0902724706 Nga Bùi - 424F3F Liên hệ: SĐT 1 090 272 **** Hiện số",,,,,,,
306311163,7,"Chủ định cư nước ngoài bán nhà đường Lãnh Binh Thăng, P. 8, Q. 11, 97m2, (6x16,1) sổ sạch",N/A,,N/A,97,N/A,"Đ. Lãnh Binh Thăng, P. 8, Q. 11, Tp. Hồ Chí Minh",4,4,29/12/2025,https://meeyland.com/ban-nha-rieng-quan-11-ho-chi-minh-i1223/306311163,"Bán nhà đường Lãnh Bình Thăng, P. 8, Q. 11 đường 8m. Diện tích: 97 m² (ngang 6m x dài 16,1m). Đường trước nhà: Rộng 8m, xe hơi ra vào thoải mái. Kết cấu công năng: 1 trệt + 1 lửng + 3 lầu. 4 phòng ngủ, 5 phòng vệ sinh. Sân thượng trước & sau, nhà thoáng mát. Tường, sàn đúc bê tông cốt thép, xây dựng kiên cố. Hiện trạng: Đang có hợp đồng thuê 35 triệu/tháng, dòng tiền cao. Pháp lý: Sổ hồng riêng, sổ sạch đẹp, pháp lý chuẩn, công chứng nhanh. Vị trí tiện ích xung quanh: Khu dân cư hiện hữu, an ninh, yên tĩnh. Gần chợ, trường học, bệnh viện, siêu thị. Phù hợp ở, làm văn phòng, căn hộ dịch vụ hoặc đầu tư cho thuê. Liên hệ: Số điện thoại em Ngọc Phúc: 0938924583 để xem nhà. Hỗ trợ thương lượng trực tiếp chính chủ. Thu gọn Liên hệ: SĐT 1 093 892 **** Hiện số Thông tin chi tiết Mặt tiền 6m",6m,,,,,,
