id,Title,Type,Price_Raw,Price_Billion,Area_m2,District,City,Address,Bedrooms,Toilets,Post_Time,Link,Description,Price_Per_m2_Million,Width_m,Is_MatTien,Price_Per_m2,Floors,Ward
902d4979-3987-420f-88a3-8ef4454935bb,"Bán Villa mặt tiền đường  Nguyễn Văn Hưởng, phường Thảo Điền, Quận 2.",Nhà mặt đường,Giá:                                                                                                                                             350                                                                                                                                                                                                                 Tỷ,350.0,1000.0,Quận 2,Thành phố Hồ Chí Minh,"Đường Nguyễn Văn Hưởng, Thảo Điền",0,8,13/10/2025,https://nhadat24h.net.vn/du-an/ban-villa-mat-tien-duong-nguyen-van-huong-phuong-thao-dien-quan-2/38800,"Bán Villa mặt tiền đường  Nguyễn Văn Hưởng, phường Thảo Điền, Quận 2.
Villa có vị trí: 3 Mặt tiền, 4 mặt thoáng view Sông Sài Gòn và Landmark 81
- Diện tích thực tế: 1.000m2 (45m x 22m)- Diện tích CN: 739m2
- Kết cấu: 1 Trệt - 2 lầu sân thượng
- Vilal thiết kế Sân vườn - Hồ bơi - 6 phòng và 8 Wc
- Đang cho thuê: $13.000/tháng
-Gi/á chào b/án: 350 tỷ TL
LH: 0933 985 116 hoàng hưng xem nhà",350.0,22.0,1,350.0,3.5,Thảo Điền
8d85c66b-bddc-4e9d-9011-35a43a041f3f,"Bán nhà mặt tiền 3 lầu 5x24m giá 12,9 tỷ Đường Trần Thị Cờ",Nhà mặt đường,Giá:                                                                                                                                             12.9                                                                                                                                                                                                                 Tỷ,12.9,120.0,Quận 12,Thành phố Hồ Chí Minh,"Đường Trần Thị Cờ, Thới An",4,5,02/12/2025,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-3-lau-5x24m-gia-129-ty-duong-tran-thi-co/43979,"🔥 GIẢM 1 TỶ – BÁN NHANH NHÀ 3 LẦU MẶT TIỀN TRẦN THỊ CỜ – P. THỚI AN – Q.12 🔥
📐 Diện tích: 5m x 24m — Thổ cư 117m²🏠 Kết cấu: 3 lầu🔹 Sân để xe hơi, phòng khách, bếp🔹 4 phòng ngủ – 5 WC – gara ô tô – phòng thờ🔹 Sân thượng trước & sau
🚗 Đường 20m, vỉa hè rộng – thuận tiện kinh doanh, mở văn phòng📍 Vị trí đắc địa: gần ngã tư, chợ, trường học, siêu thị, tiện ích xung quanh
📜 Sổ hồng – hoàn công đầy đủ💰 Giá cũ: 12.9 tỷ (còn thương lượng)📞 Liên hệ: 0919 781 159 – Mr Quyến",107.5,5.0,1,107.5,4.5,Thới An
e2cc1833-6724-4faf-a924-f58e634a38be,GẤP - CĂN HỘTRUNG TÂM PHÚ MỸ HƯNG - CHO THUÊ & BÁN CĂN HỘ STARHILL,Nhà mặt đường,Giá:                                                                                                                                             9.5                                                                                                                                                                                                                 Tỷ,9.5,94.0,Quận 7,Thành phố Hồ Chí Minh,"Đường Nguyễn Văn Linh, Tân Phong",2,2,15/12/2025,https://nhadat24h.net.vn/du-an/gap-can-hotrung-tam-phu-my-hung-cho-thue-ban-can-ho-starhill/45256,"View đẹp – Nhà mới – Full nội thất cao cấp – Khu dân trí cực tốt
Vị trí đắc địa: Ngay Crescent Mall, Hồ Bán Nguyệt, gần Midtown – trung tâm Phú Mỹ Hưng, Quận 7.Không gian yên tĩnh, an ninh tuyệt đối, phù hợp gia đình & chuyên gia nước ngoài.
• Diện tích: 94.5m²• Thiết kế: 2PN – 2WC – phòng khách rộng – bếp riêng thoáng• Nội thất: Đầy đủ cao cấp, vào ở ngay• Tiện ích: Hồ bơi, gym, BBQ, công viên nội khu, bãi xe rộng rãi• Giá thuê:  25 triệu/tháng• Giá bán:  9.5 tỷ",101.06,25.0,0,101.06,1.0,Tân Phong
48d60bed-0965-4235-a3e4-0531209b6b41,Bá/n Dinh Thự 2 Mặt Tiền Khu Thảo Điền Quận 2. DT 1625M2 - 500 TỶ,Nhà mặt đường,Giá:                                                                                                                                             500                                                                                                                                                                                                                 Tỷ,500.0,1625.0,Quận 2,Thành phố Hồ Chí Minh,"Đường Nguyễn Văn Hưởng, Thảo Điền",8,0,13/10/2025,https://nhadat24h.net.vn/du-an/ban-dinh-thu-2-mat-tien-khu-thao-dien-quan-2-dt-1625m2-500-ty/38791,"Bá/n Dinh Thự 2 Mặt Tiền Khu Thảo Điền Quận 2.
- Diện tích: 35m x 50m
- Công nhận 1625m2 
- Kết Cấu: 1 Hầm 2 Tầng.
- Thiết kế:  8 Phòng ngủ, 10 phòng Wc- Nội Thất Cao Cấp, Sân Vườn Lớn, Hồ Bơi Rộng.
- Vị Trí Đẹp 2 Mặt tiền đường 16m
- Gi/á b/án: 500 tỷ",307.69,35.0,1,307.69,2.0,Thảo Điền
3e4bd61e-f182-4f1d-b594-9c5471b6e7c0,"🎉BÁN NHÀ MT TRUNG TÂM Q7- DÒNG TIỄN SẴN CÓ 18TR/THÁNG🥰

🔵 BÁN NHÀ MT- TRUNG TÂM Q7- Đ.LÊ THỊ CHỢ- XE HƠI CHẠY VI VU- DT LỚN 160M2- CÁCH 10M RA HUỲNH TẤN PHÁT- GẦN Đ.NGUYỄN LƯƠNG BẰNG QUA PHÚ MỸ HƯNG🥰",Nhà mặt đường,Giá:                                                                                                                                             15                                                                                                                                                                                                                 Tỷ,15.0,160.0,Quận 7,Thành phố Hồ Chí Minh,"Đường Lê Thị Chợ, Phú Thuận",5,0,15/12/2025,https://nhadat24h.net.vn/du-an/ban-nha-mt-trung-tam-q7-dong-tien-san-co-18trthang-ban-nha-mt-trung-tam-q7-dle-thi-cho-xe-hoi-chay-vi-vu-dt-lon-160m2-cach-10m-ra-huynh-tan-phat-gan-dnguyen-luong-bang-qua-phu-my-hung/45255,"🎉BÁN NHÀ MT TRUNG TÂM Q7- DÒNG TIỄN SẴN CÓ 18TR/THÁNG🥰
🔵 BÁN NHÀ MT- TRUNG TÂM Q7- Đ.LÊ THỊ CHỢ- XE HƠI CHẠY VI VU- DT LỚN 160M2- CÁCH 10M RA HUỲNH TẤN PHÁT- GẦN Đ.NGUYỄN LƯƠNG BẰNG QUA PHÚ MỸ HƯNG🥰
🌺 Ngang 5m, dài miên man 36m.🌺 Có 5 PN, MT tầng trệt đang cho thuê.🌺 Gần siêu thị, chi cục thuế kế bên có nhiều chung cư lớn, sung quanh đầy đủ tiện ích, kinh doanh đa ngành nghề .🌼Pháp lý rõ ràng, sổ hồng riêng.🌼 Chào chỉ 15T .🥰 Zalo Ánh Ngọc: 0938071862NHẬN KÝ GỬI MUA VÀ BÁN NHÀ PHỐ🥰",93.75,5.0,0,93.75,1.0,Phú Thuận
a63b0cf2-6365-4cef-ad03-7bcbe4039aec,"Bán nhà mặt tiền 4 tầng 5x32m giá 14,95 tỷ Đường Nguyễn Thị Búp",Nhà mặt đường,Giá:                                                                                                                                             14.95                                                                                                                                                                                                                 Tỷ,14.95,160.0,Quận 12,Thành phố Hồ Chí Minh,"Đường Nguyễn Thị Búp, Tân Chánh Hiệp",6,6,18/11/2025,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-4-tang-5x32m-gia-1495-ty-duong-nguyen-thi-bup/41542,"🏡 Nhà mặt tiền Nguyễn Thị Búp – P. Hiệp Thành, Q.12Nằm trong dự án cao cấp Hiệp Thành City – khu nhà phố đồng bộ, văn minh.


Diện tích: 5 × 22m (DT sử dụng 5 × 32m)

Kết cấu: 1 trệt, 3 lầu

Công năng: Mặt bằng kinh doanh, 6 phòng ngủ, 6WC, phòng thờ, sân thượng

Vị trí cực đẹp:✔ Ngay chợ, buôn bán tấp nập✔ Đường 20m, vỉa hè rộng 10m đậu xe thoải mái

Thiết kế kiên cố – tường đôi chắc chắn

Pháp lý: Sổ hồng riêng, đã hoàn công
💰 Giá bán: 14,95 tỷ
📞 Liên hệ: 0919 781 159 (Mr. Quyến)Xem nhà và thương lượng trực tiếp!",93.44,10.0,1,93.44,4.5,Tân Chánh Hiệp
1811b4b4-ef34-4dc2-8058-85d4e61636d5,"Bán nhà 4 tầng 5x20m giá 10,2 tỷ Đường Nguyễn Ảnh Thủ",Nhà mặt đường,Giá:                                                                                                                                             10.2                                                                                                                                                                                                                 Tỷ,10.2,100.0,Quận 12,Thành phố Hồ Chí Minh,"Đường Nguyễn Ảnh Thủ, Hiệp Thành",5,5,17/11/2025,https://nhadat24h.net.vn/du-an/ban-nha-4-tang-5x20m-gia-102-ty-duong-nguyen-anh-thu/41453,"🏠 BÁN NHÀ MỚI 3 LẦU – MẶT TIỀN NGUYỄN ẢNH THỦ, P. HIỆP THÀNH, Q.12 – GIÁ HẠ SÂU
📍 Vị trí cực VIP: Mặt tiền đường Nguyễn Ảnh Thủ, gần ngã tư Nguyễn Thị Búp, khu kinh doanh sầm uất, thuận tiện buôn bán mọi ngành nghề.
🔹 Diện tích: 5m x 20m🔹 Kết cấu: 1 trệt, 3 lầu, gồm 5 phòng ngủ – 5WC – phòng thờ – sân thượng🔹 Mặt bằng trước rộng, tiện mở showroom, spa, văn phòng, hoặc cho thuê kinh doanh.🔹 Nhà mới xây, thiết kế hiện đại, nội thất cao cấp, chỉ việc dọn vào ở ngay.🔹 Pháp lý rõ ràng: Sổ hồng riêng, công chứng sang tên ngay.
💰 Giá hạ bán nhanh: 10 tỷ 200 triệu (giá cũ 12,5 tỷ – bao rẻ nhất khu vực)
📞 Liên hệ ngay: 0919 781 159 – Mr. Quyến để xem nhà và thương lượng trực tiếp chủ!",102.0,5.0,1,102.0,4.5,Hiệp Thành
1688e13e-4ea8-4f6f-9472-2d1d862b973b,NHÀ ĐẸP LUNG LINH – VÀO Ở NGAY – GIÁ CHỈ 2.95 TỶ,Nhà mặt đường,Giá:                                                                                                                                             2.9                                                                                                                                                                                                                 Tỷ,2.9,32.0,Quận 12,Thành phố Hồ Chí Minh,Đường TTH07,2,2,22/10/2025,https://nhadat24h.net.vn/du-an/nha-dep-lung-linh-vao-o-ngay-gia-chi-295-ty/39574,"NHÀ ĐẸP LUNG LINH – VÀO Ở NGAY – GIÁ CHỈ 2.95 TỶ
 Đường TTH07 – Phường Tân Thới Hiệp – Quận 12
 Vị trí cực đẹp, sát Metro, gần Trương Thị Hoa – Nguyễn Thị Đặng – Nguyễn Thị Kiểu
 Chi tiết nhà:
• Diện tích: 32m² (4x8)
• Kết cấu: Trệt + Lửng, 2PN, 2WC, giếng trời phơi đồ thoáng mát
• Hẻm 3 gác, chỉ 4 căn ra hẻm ô tô thông
• Chính chủ đang ở, sổ hồng riêng – công chứng sang tên ngay
• Chủ thân thiện, dễ thương, thương lượng lộc cho khách thiện chí 
 Liên hệ ngay: 0987 921 621 (Anh Sơn – Nhà Phố Quận 12)
 Xem nhà báo trước 51 phút nha AE!",90.62,4.0,0,90.62,1.5,Tân Thới Hiệp
a2d2df72-0fec-4273-a686-a48fd153cc93,"Nhà mặt tiền đẹp ở ngay đường số ,4 tầng 75m,oto ngủ trong nhà,đường trước nhà 8m,gần Bv Lê Văn Thịnh,10,8ty",Nhà mặt đường,Giá:                                                                                                                                             10.8                                                                                                                                                                                                                 Tỷ,10.8,75.0,Quận 2,Thành phố Hồ Chí Minh,"Đường 28, Cát Lái",3,0,24/11/2025,https://nhadat24h.net.vn/du-an/nha-mat-tien-dep-o-ngay-duong-so-4-tang-75moto-ngu-trong-nhaduong-truoc-nha-8mgan-bv-le-van-thinh108ty/42415,"Nhà mặt tiền đẹp ở ngay đường số ,4 tầng 75m,oto ngủ trong nhà,đường trước nhà 8m,gần Bv Lê Văn Thịnh,Cat Lai Q2 10,8ty

- Diện tích 75m ( 4 x 19)

- Nhà 1 trệt, 2 lầu, sân thượng, gồm phòng khách, bếp, 3 phòng ngủ, phòng thờ, 3 nhà Vệ Sinh, đầy đủ công năng sử dụng, sân trước và sân thượng sau, sân trước để được xe hơi.

- 100m ra đường Lê Văn Thinh tiện ích bủa vây
- Sổ hồng chính chủ 
Vui lòng gọi 0906 22 78 39 Em Vân",144.0,4.0,1,144.0,3.5,Cát Lái
8506cdcd-d2c9-49d0-8c2d-b244acb1980b,"BÁN  NHÀ 3 TẦNG  MT Đặng Tiến Đông An Phú, Quận 2",Nhà mặt đường,Giá:                                                                                                                                             21                                                                                                                                                                                                                 Tỷ,21.0,107.0,Quận 2,Thành phố Hồ Chí Minh,"Đường Đặng Tiến Đông, An Phú",6,0,11/10/2025,https://nhadat24h.net.vn/du-an/ban-nha-3-tang-mt-dang-tien-dong-an-phu-quan-2/38449,"1 - BÁN  NHÀ MT 6 Đặng Tiến Đông An Phú, Quận 2- Diện tích: 4,3 X 21 CN 107,3m2- Kết cấu: trệt 3 lầu, 6PN- Hướng: Đông Nam - HĐT: chủ vừa ở vừa khai thác 35tr/th- Giá bán: 21,5 tỷ bớt lộc
2 - 46 Giang Văn Minh, An Phú- Đường rộng 20m, vỉa hè 5m- Diện tích: 4,5 X 20 CN 90m2- Hướng: tây nam- Giá bán: 30 tỷ TL
LH NGAY 0933 985 116 A HƯNG XEM NHA",196.26,6.0,0,196.26,4.0,An Phú
